Title,North_America_Sales,Europe_Sales,Japan_Sales,Other_Sales,Global_Sales
Polaris SnoCross,0.05,0.01,0,0,0.06
Worms Blast,0.05,0.01,0,0,0.06
Prinny: Can I Really Be The Hero? (US sales),0.06,0,0,0,0.06
The Legend of Heroes VII: The Trail of Blue,0,0,0.06,0,0.06
BlazBlue: Chrono Phantasma Extend,0.05,0.01,0,0.01,0.06
Smile PreCure! Let's Go! Marchen World,0,0,0.06,0,0.06
IHRA Professional Drag Racing 2005,0.04,0.01,0,0,0.06
Tokyo Xtreme Racer Advance,0.04,0.02,0,0,0.06
Destiny: The Collection,0.01,0.04,0,0.01,0.06
Gun Showdown,0.05,0.01,0,0.01,0.06
Showtime Championship Boxing,0.06,0,0,0,0.06
Syndicate,0,0.05,0,0.01,0.06
Digimon All-Star Rumble,0.04,0.01,0,0.01,0.06
Foster's Home for Imaginary Friends: Imagination Invaders,0.06,0,0,0,0.06
I Love Beauty: Hollywood Makeover,0.06,0,0,0,0.06
Power Pro Success Legends,0,0,0.06,0,0.06
Combat Elite: WWII Paratroopers,0.03,0.02,0,0.01,0.06
Rock Blast,0.06,0,0,0,0.06
Pheasants Forever Wingshooter,0.03,0.02,0,0,0.06
Ivy the Kiwi?,0.04,0.02,0,0,0.06
Killer Loop,0.03,0.02,0,0,0.06
Cabela's Dangerous Hunts: Ultimate Challenge,0.06,0,0,0,0.06
Xiaolin Showdown,0.05,0,0,0,0.06
Worldwide Soccer,0,0,0.06,0,0.06
Toriko: Gourmet Battle!,0,0,0.06,0,0.06
Need for Speed: Shift,0,0.05,0,0.01,0.06
Zoo Tycoon: Complete Collection,0.03,0.02,0,0.01,0.06
Little League World Series Baseball 2008,0.06,0,0,0,0.06
Commandos: Strike Force,0.03,0.02,0,0.01,0.06
Mobile Suit Gundam: Gundam vs. Zeta Gundam,0.03,0.02,0,0.01,0.06
Darksiders II,0.03,0.02,0,0.01,0.06
Rapala Pro Fishing,0.04,0.02,0,0,0.06
Create,0.04,0.01,0,0.01,0.06
Guilty Gear X: Advance Edition,0.04,0.02,0,0,0.06
Impossible Mission,0,0.04,0,0.02,0.06
Zoo Tycoon 2,0,0.05,0,0.01,0.06
Fate/Tiger Colosseum Upper,0,0,0.06,0,0.06
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,0,0,0.06,0,0.06
Rooms: The Main Building,0.06,0,0,0,0.06
Theresia...,0.06,0,0,0,0.06
Pop Cutie! Street Fashion Simulation,0.06,0,0,0,0.06
Top Gun: Hard Lock,0.03,0.02,0,0,0.06
JoJo's Bizarre Adventure: All Star Battle,0.06,0,0,0,0.06
Carol Vorderman's Sudoku,0.05,0,0,0.01,0.06
Ford Racing 3,0.04,0.02,0,0,0.06
Genkai Tokki: Moero Crystal,0,0,0.06,0,0.06
PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,0,0,0.06,0,0.06
Disney Planes Fire & Rescue,0,0.05,0,0,0.06
Attack on Titan (KOEI),0,0,0.06,0,0.06
Satisfashion,0.06,0,0,0,0.06
World Soccer Winning Eleven 9 (US sales),0.05,0,0,0,0.06
Winning Post 4 Maximum,0,0,0.06,0,0.06
Oddworld: Munch's Oddysee,0.04,0.02,0,0,0.06
Match 3 Madness,0,0.05,0,0.01,0.06
Exhibition Volume 5,0.04,0.01,0,0,0.06
Record of Lodoss War: Eiyuu Sensou,0,0,0.06,0,0.06
DuckTales: Remastered,0.05,0,0,0,0.06
LEGO Batman: The Videogame,0.02,0.03,0,0.01,0.06
Atelier Sophie: The Alchemist of the Mysterious Book,0,0,0.06,0,0.06
Starry ? Sky: In Summer,0,0,0.06,0,0.06
Imagine: Resort Owner,0.05,0,0,0,0.06
Pro Yakyuu Netsu Star 2007,0,0,0.06,0,0.06
Klonoa Beach Volleyball,0.03,0.02,0,0,0.06
Melty Blood: Actress Again,0,0,0.06,0,0.06
TrackMania Turbo,0.02,0.03,0,0,0.06
Izuna 2: The Unemployed Ninja Returns,0.05,0,0,0,0.06
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,0.05,0,0,0,0.06
Centipede: Infestation,0.06,0,0,0,0.06
Mercury Meltdown,0.05,0.01,0,0.01,0.06
SingStar Mallorca Party,0,0.04,0,0.02,0.06
3D Lemmings,0.03,0.02,0,0,0.06
Hi Hi Puffy AmiYumi: Kaznapped,0.04,0.02,0,0,0.06
FIFA Soccer 07,0.05,0.01,0,0,0.06
Resident Evil - Code: Veronica X,0.05,0.01,0,0,0.06
Broken Sword: The Shadow of the Templars,0.04,0.02,0,0,0.06
Back to the Future: The Game,0.05,0,0,0,0.06
Summon Night 6: Lost Borders,0,0,0.06,0,0.06
Tenchi Muyou! Ryoukouki Gokuraku,0,0,0.06,0,0.06
Kelly Slater's Pro Surfer,0.05,0.01,0,0,0.06
Jacqueline Wilson's Tracy Beaker: The Game,0,0.05,0,0,0.06
Sacred 3,0.03,0.03,0,0.01,0.06
I Am In The Movie,0,0,0.06,0,0.06
Doraemon: Nobita no Uchuu Eiyuuki,0,0,0.06,0,0.06
Trapt,0.03,0.02,0,0.01,0.06
Jewel Legends: Tree of Life,0,0.05,0,0.01,0.06
Splat Renegade Paintball,0.04,0.01,0,0,0.06
Zendoku,0.05,0,0,0,0.06
Metal Max 4: Gekkou no Diva,0,0,0.06,0,0.06
Jumper: Griffin's Story,0.05,0,0,0,0.06
Worms 3D,0.04,0.01,0,0,0.06
pro evolution soccer 2011,0,0.05,0,0.01,0.06
Crazy Chicken: Pharaoh's Treasure,0.05,0,0,0,0.06
Arcana Heart 3,0.03,0,0.02,0.01,0.06
Magi: Aratanaru Sekai,0,0,0.06,0,0.06
PoPoLoCrois,0.05,0,0,0,0.06
Mahouka Koukou no Rettousei: Out of Order,0,0,0.06,0,0.06
Dragon Rage,0.03,0.02,0,0.01,0.06
Lord of Magna: Maiden Heaven,0,0,0.06,0,0.06
Dig Dug: Digging Strike,0.05,0,0,0,0.06
Dance Sensation!,0.06,0,0,0,0.06
Brave: A Warrior's Tale,0.05,0,0,0,0.06
Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,0,0,0.06,0,0.06
Raw Danger! (JP sales),0,0,0.06,0,0.06
Archer Maclean Presents: Pool Paradise,0.03,0.02,0,0.01,0.06
Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,0,0,0.06,0,0.06
Winx Club: Mission Enchantix,0.03,0.02,0,0,0.06
Petz Bunnyz Bunch,0.05,0,0,0,0.06
S.T.A.L.K.E.R.: Shadow of Chernobyl,0.01,0.04,0,0.01,0.06
Backyard Skateboarding 2006,0.04,0.02,0,0,0.06
Tron 2.0: Killer App,0.04,0.01,0,0,0.06
Steins;Gate: Hiyoku Renri no Darling,0,0,0.06,0,0.06
Captain America: Super Soldier,0.05,0,0,0,0.06
Gegege no Kitarou: Youkai Daigekisen,0,0,0.06,0,0.06
Emblem of Gundam,0,0,0.06,0,0.06
The Fast and the Furious,0.03,0.02,0,0.01,0.06
Gem Smashers,0.05,0,0,0,0.06
Super Robot Wars OG: The Moon Dwellers,0,0,0.06,0,0.06
G-Police: Weapons of Justice,0.03,0.02,0,0,0.06
Killing Zone,0.03,0.02,0,0,0.06
All Kamen Rider: Rider Generation 2,0,0,0.06,0,0.06
Policenauts,0,0,0.06,0,0.06
Adventures of Lolo,0.06,0,0,0,0.06
Quiz! Hexagon II,0,0,0.06,0,0.06
Game of Thrones (Telltale),0.02,0.03,0,0.01,0.06
Call of Duty: The War Collection,0.05,0,0,0,0.06
Warriors Orochi 2,0.04,0,0.01,0,0.06
The History Channel: Battle for the Pacific,0.05,0,0,0,0.06
Racing Gears Advance,0.04,0.02,0,0,0.06
Jewel Master: Cradle of Persia,0,0.05,0,0.01,0.06
Project Setsuna,0,0,0.06,0,0.06
Syphon Filter: Logan's Shadow,0.03,0.02,0,0.01,0.06
NTRA Breeders' Cup World Thoroughbred Championships,0.04,0.01,0,0,0.06
Tiger Woods PGA Tour 08,0.05,0,0,0,0.06
Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,0,0,0.06,0,0.06
Tanjou S Debut,0,0,0.06,0,0.06
Nendoroid Generation,0,0,0.06,0,0.06
Brave: A Warrior's Tale,0.05,0.01,0,0,0.06
Pop'n TwinBee: Rainbow Bell Adventure,0,0,0.06,0,0.06
Honeycomb Beat,0.05,0,0,0,0.06
Broken Helix,0.03,0.02,0,0,0.06
The Saboteur,0,0.05,0,0.01,0.06
Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,0,0,0.06,0,0.06
Myst III: Exile,0.04,0.01,0,0,0.06
Warriors: Legends of Troy,0,0.04,0.01,0.01,0.06
Hajime no Ippo Portable: Victorious Spirits,0,0,0.06,0,0.06
Nanostray,0.05,0,0,0,0.06
CMT Presents: Karaoke Revolution Country,0.03,0.02,0,0.01,0.06
Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,0,0,0.06,0,0.06
Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,0,0,0.06,0,0.06
Vitamin X to Z,0,0,0.06,0,0.06
Fatal Frame,0.04,0.01,0,0,0.06
Flip's Twisted World,0.05,0,0,0,0.06
Tom Clancy's Ghost Recon: Advanced Warfighter,0.03,0.02,0,0.01,0.06
Urban Chaos: Riot Response,0.03,0.02,0,0.01,0.06
Generation of Chaos,0.05,0,0,0,0.06
Teenage Mutant Ninja Turtles II: Back from the Sewers,0,0,0.06,0,0.06
Gormiti: The Lords of Nature!,0.05,0,0,0,0.06
The Sims 2: University,0.01,0.04,0,0.01,0.06
Pucca Power Up,0.04,0.02,0,0,0.06
Resident Evil 2,0.04,0.01,0,0,0.06
MLB Power Pros 2008,0.05,0,0,0,0.06
Real Soccer 2009,0.05,0,0,0,0.06
World Championship Athletics,0.04,0.01,0,0,0.06
The Amazing Spider-Man 2 (2014),0.03,0.02,0,0,0.06
Yomawari,0,0,0.06,0,0.06
Real Bout Garou Densetsu Special: Dominated Mind,0,0,0.05,0,0.06
Jumble Madness,0.06,0,0,0,0.06
Vampire Rain: Altered Species,0.05,0,0,0,0.06
Sumikko Gurashi: Mura o Tsukurundesu,0,0,0.06,0,0.06
Harry Potter and the Sorcerer's Stone,0.01,0.04,0,0.01,0.06
Minna no Sukkiri,0,0,0.06,0,0.06
Scurge: Hive,0.05,0,0,0,0.06
Catwoman,0.04,0.01,0,0,0.06
Murdered: Soul Suspect,0,0.05,0,0.01,0.06
Romance of the Three Kingdoms 13,0.01,0,0.05,0,0.06
Noddy in Toyland,0,0.05,0,0.01,0.06
Aquarium by DS,0.05,0,0,0,0.06
Utawarerumono: Itsuwari no Kamen,0,0,0.06,0,0.06
Ride to Hell,0.04,0.01,0,0,0.06
Burning Rangers,0,0,0.06,0,0.06
Mana Khemia: Alchemists of Al-Revis,0.03,0.02,0,0.01,0.06
Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,0,0,0.06,0,0.06
Interplay Sports Baseball 2000,0.03,0.02,0,0,0.06
Zone of the Enders: The Fist of Mars,0.04,0.02,0,0,0.06
Animorphs: Shattered Reality,0.03,0.02,0,0,0.06
Teenage Mutant Ninja Turtles: Tournament Fighters,0,0,0.06,0,0.06
Eikan wa Kimini 2002: Koshien no Kodou,0,0,0.06,0,0.06
PopStar Guitar,0.03,0.03,0,0.01,0.06
Mirror's Edge,0,0.05,0,0.01,0.06
Blade Dancer: Lineage of Light,0.05,0,0,0,0.06
Terminator 3: Rise of the Machines,0.04,0.02,0,0,0.06
Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,0,0,0.06,0,0.06
Mayhem 3D,0.05,0,0,0.01,0.06
G1 Jockey 2,0,0,0.06,0,0.06
Mobile Ops: The One Year War,0,0,0.06,0,0.06
Constantine,0.04,0.01,0,0,0.06
Chaos Rings III,0,0,0.06,0,0.06
Tom Clancy's Splinter Cell: Double Agent,0.04,0.01,0,0,0.06
Senritsu no Stratus,0,0,0.06,0,0.06
Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,0,0,0.06,0,0.06
Rhapsody: A Musical Adventure,0.05,0,0,0,0.06
Titan Quest,0.01,0.04,0,0.01,0.06
Wantame Fortune Channel,0,0,0.06,0,0.06
Evangelion: Jo,0,0,0.06,0,0.06
Bleach: Blade Battlers 2nd,0,0,0.06,0,0.06
Samurai Jack: The Shadow of Aku,0.03,0.02,0,0.01,0.06
Kamen Rider Kabuto,0,0,0.06,0,0.06
Men in Black The Series: Crashdown,0.03,0.02,0,0,0.06
Zero Divide,0.03,0.02,0,0,0.06
FIFA Street,0.04,0.01,0,0,0.06
Tsugunai: Atonement,0.02,0.01,0.02,0,0.06
Rugby World Cup 2015,0,0.05,0,0.01,0.06
Lost Kingdoms II,0.04,0.01,0,0,0.06
Aggressive Inline,0.04,0.01,0,0,0.06
Nights of Azure,0.03,0.02,0,0.01,0.06
Dungeon Keeper 2,0,0.05,0,0.01,0.06
Viewtiful Joe: Red Hot Rumble,0.04,0.01,0,0,0.06
The Lord of the Rings: The Battle for Middle-Earth II,0,0.05,0,0.01,0.06
Kaite Shabette Hajimeyou! Monster Farm DS,0,0,0.06,0,0.06
Dungeon Explorer: Warriors of Ancient Arts,0.05,0,0,0,0.06
Pro Yaky? Spirits 2012,0,0,0.06,0,0.06
Samurai Warriors 4: Empires,0,0,0.06,0,0.06
Point Blank DS (US sales),0.05,0,0,0,0.06
FIFA Soccer 06,0.05,0,0,0,0.06
SD Gundam G Generation Wars,0,0,0.06,0,0.06
Broken Sword II: The Smoking Mirror,0.03,0.02,0,0,0.06
Pump It Up: Exceed,0.03,0.02,0,0.01,0.06
Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,0,0,0.06,0,0.06
Wreckless: ThE YaKuza MisSiOns,0.04,0.01,0,0,0.06
Doki-Doki Universe,0.01,0.04,0,0.01,0.06
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",0,0,0.06,0,0.06
TOCA Race Driver 2: Ultimate Racing Simulator,0.03,0.02,0,0.01,0.06
Girls RPG: Cinderellife,0,0,0.06,0,0.06
Dr. Muto,0.04,0.01,0,0,0.06
Tom Clancy's Rainbow Six: Critical Hour,0.04,0.01,0,0,0.06
Gothic 3,0,0.05,0,0.01,0.06
Tokyo Twilight Ghost Hunters,0.03,0,0.02,0.01,0.06
Scrabble Blast!,0.04,0.01,0,0,0.06
Dino Pets,0.05,0,0,0,0.06
Fate/Stay Night [Réalta Nua],0,0,0.06,0,0.06
The Mysterious Case of Dr. Jekyll and Mr. Hyde,0.02,0.03,0,0.01,0.06
Gintama no Sugoroku,0,0,0.06,0,0.06
Kid Fit Island Resort,0.05,0,0,0,0.06
The Lord of the Rings: Aragorn's Quest,0.03,0.02,0,0.01,0.06
Roogoo Twisted Towers,0.05,0,0,0,0.06
Doraemon 4: Nobita to Toki no Okoku,0,0,0.06,0,0.06
Myst,0,0,0.06,0,0.06
F1 2010,0,0.05,0,0.01,0.06
Toaru Kagaku no Chou Denjihou,0,0,0.06,0,0.06
Starwinder: The Ultimate Space Race,0.03,0.02,0,0,0.06
The Lost Chronicles of Zerzura,0,0.05,0,0.01,0.06
Ski Region Simulator,0,0.05,0,0.01,0.06
Angelique Trois,0,0,0.06,0,0.06
Dreamer Series: Babysitter,0.05,0,0,0,0.06
Diva Girls: Divas on Ice,0.05,0,0,0,0.06
Dance Dance Revolution: Mario Mix (JP sales),0,0,0.05,0,0.06
A-Train 6,0,0,0.06,0,0.06
Meitantei Conan: Tantei Ryoku Trainer,0,0,0.06,0,0.06
MotoGP,0.04,0.01,0,0,0.06
ESPN International Winter Sports 2002,0.03,0.02,0,0.01,0.06
"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",0,0,0.06,0,0.06
KimiKiss (ebKore+),0,0,0.06,0,0.06
Gold and Glory: The Road to El Dorado,0.03,0.02,0,0,0.06
NBA Live 07,0.04,0.01,0,0,0.06
Choro Q Marine: Q Boat,0,0,0.05,0,0.06
GunPey,0.05,0,0,0.01,0.06
BattleBots: Beyond the BattleBox,0.04,0.01,0,0,0.06
MX vs. ATV Supercross Encore,0,0.05,0,0.01,0.06
Yuugen Gaisha Brave Company,0,0,0.06,0,0.06
Mighty Beanz: Pocket Puzzles,0.04,0.01,0,0,0.06
Ken to Mahou to Gakuen Mono. 3D,0,0,0.06,0,0.06
History Great Empires: Rome,0.05,0,0,0,0.06
The King of Fighters '96,0,0,0.06,0,0.06
Friends: The One with All the Trivia,0.03,0.02,0,0.01,0.06
Mame Goma 2: Uchi no Ko ga Ichiban!,0,0,0.06,0,0.06
Backyard NFL Football '08,0.03,0.02,0,0.01,0.06
Coraline,0.05,0,0,0,0.06
Gunbird,0,0,0.06,0,0.06
Imagine: Party Planner,0.05,0,0,0,0.06
Dream C Club Portable,0,0,0.06,0,0.06
Tom Clancy's Rainbow Six 3,0.04,0.01,0,0,0.06
Elemental Gearbolt,0.03,0.02,0,0,0.06
Space Chimps,0.05,0,0,0,0.06
Tony Hawk's Pro Skater 5,0.04,0,0,0.01,0.06
WWF Wrestlemania: The Arcade Game,0.03,0.02,0,0,0.06
Handball 16,0,0.05,0,0.01,0.06
Cabela's Big Game Hunter 2005 Adventures,0.04,0.01,0,0,0.06
Grand Kingdom,0.02,0,0.03,0,0.06
Mega Man 8 Anniversary Collector's Edition,0,0,0.06,0,0.06
V-Rally 3,0.03,0.02,0,0.01,0.06
Nobunaga no Yabou: Souzou,0,0,0.06,0,0.06
Whiplash,0.04,0.01,0,0,0.06
GRID,0.04,0.01,0,0,0.06
Pro Yakyuu Famista 2011,0,0,0.06,0,0.06
Impact Racing,0.03,0.02,0,0,0.06
My Horse & Me: Riding for Gold,0.04,0.02,0,0,0.06
Sled Shred featuring the Jamaican Bobsled Team,0.05,0,0,0,0.06
Amazing Island,0.04,0.01,0,0,0.06
SeaBlade,0.04,0.01,0,0,0.06
Jikkyou Powerful Pro Yakyuu DreamCast Edition,0,0,0.06,0,0.06
Carmen Sandiego: The Secret of the Stolen Drums,0.03,0.02,0,0.01,0.06
Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,0,0,0.06,0,0.06
Activision Hits: Remixed,0.05,0,0,0,0.06
Death Jr. II: Root of Evil,0.05,0,0,0,0.06
Hail to the Chimp,0.05,0,0,0,0.06
MotoGP 4 - Official Game of MotoGP,0.03,0.02,0,0.01,0.06
Legend of Kay,0.03,0.02,0,0,0.05
Kyoukai Senjou no Horizon Portable,0,0,0.05,0,0.05
4 Elements,0,0.04,0,0.01,0.05
Shining Force III: Scenario 2,0,0,0.05,0,0.05
Captain America: Super Soldier,0.05,0,0,0,0.05
Airline Tycoon 2,0,0.04,0,0.01,0.05
Worms World Party,0.04,0.01,0,0,0.05
Medabots: Metabee,0.04,0.01,0,0,0.05
Medal of Honor: Airborne,0,0.04,0,0.01,0.05
NHL Legacy,0.05,0,0,0.01,0.05
Final Fight: Streetwise,0.03,0.02,0,0.01,0.05
Speed Kings,0.04,0.01,0,0,0.05
Drivers Ed Portable,0.05,0,0,0,0.05
Rebelstar: Tactical Command,0.04,0.01,0,0,0.05
Kamen Rider: Battride War Genesis,0,0,0.05,0,0.05
IL-2 Sturmovik: Cliffs of Dover,0,0.04,0,0.01,0.05
Gladiator: Sword of Vengeance,0.04,0.01,0,0,0.05
Unsolved Crimes,0.04,0.01,0,0,0.05
Minna to Kimi no Piramekino!,0,0,0.05,0,0.05
Virtua Tennis 3,0.02,0.03,0,0.01,0.05
Bombastic,0.03,0.02,0,0.01,0.05
Xiaolin Showdown,0.05,0,0,0,0.05
NHL Powerplay 98,0.03,0.02,0,0,0.05
Olympic Soccer: Atlanta 1996,0.03,0.02,0,0,0.05
Lernerfolg Vorschule: Capt'n Sharky,0,0.05,0,0.01,0.05
Samurai Dou Portable,0,0,0.05,0,0.05
Princess on Ice,0.04,0.01,0,0,0.05
Countdown: The Game,0,0.05,0,0,0.05
Phantasy Star Online Episode I & II Plus,0.04,0.01,0,0,0.05
Samurai Warriors 4: Empires,0,0,0.05,0,0.05
DuckTales: Remastered,0.01,0.04,0,0.01,0.05
Front Mission 2089: Border of Madness,0,0,0.05,0,0.05
Miracle Girls Festival,0,0,0.05,0,0.05
Dual Hearts,0.03,0.02,0,0.01,0.05
7 Wonders: Treasures of Seven,0.02,0.03,0,0.01,0.05
NFL Quarterback Club 2002,0.04,0.01,0,0,0.05
Saki: Zenkoku-hen,0,0,0.05,0,0.05
Mister Slime,0.05,0,0,0,0.05
Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,0.01,0,0.04,0,0.05
"Murder, She Wrote",0,0.04,0,0.01,0.05
Virtual Villagers: A New Home,0.04,0.01,0,0,0.05
Wing Commander: Prophecy,0.04,0.01,0,0,0.05
Marc Ecko's Getting Up: Contents Under Pressure,0.03,0.02,0,0.01,0.05
Learn Science,0.05,0,0,0,0.05
Sega Soccer Slam,0.04,0.01,0,0,0.05
Hakuouki: Reimeiroku,0,0,0.05,0,0.05
Vertigo,0.05,0,0,0,0.05
Blood Omen 2,0.04,0.01,0,0,0.05
NBA 2K17,0.04,0,0,0.01,0.05
Shin Sangoku Musou 5 Empires,0,0,0.05,0,0.05
Front Mission Evolved,0.05,0,0,0,0.05
Carve,0.04,0.01,0,0,0.05
BlowOut,0.04,0.01,0,0,0.05
McDROID,0,0,0.05,0,0.05
GachiTora! Abarenbou Kyoushi in High School,0,0,0.05,0,0.05
WTA Tour Tennis,0.03,0.02,0,0.01,0.05
Bottom of the 9th '99,0.03,0.02,0,0,0.05
Dynasty Warriors 5,0.04,0.01,0,0,0.05
Reader Rabbit 2nd Grade,0.05,0,0,0,0.05
Famicom Mini: Dig Dug,0,0,0.05,0,0.05
FIFA Soccer 2003,0.04,0.01,0,0,0.05
Naval Ops: Commander,0.03,0.02,0,0.01,0.05
Adventure Time: Finn & Jake Investigations,0.03,0.02,0,0,0.05
Defendin' De Penguin,0.05,0,0,0,0.05
Bleach: Blade Battlers,0,0,0.05,0,0.05
Rez,0.03,0.02,0,0.01,0.05
Goosebumps: The Game,0.05,0,0,0.01,0.05
MLB SlugFest 2006,0.04,0.01,0,0,0.05
Rockin' Pretty,0.05,0,0,0,0.05
Jake Power: Policeman,0.05,0,0,0,0.05
Samurai Warriors 4-II,0,0,0.05,0,0.05
Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,0,0,0.05,0,0.05
UEFA Euro 2004: Portugal,0.04,0.01,0,0,0.05
Lufia: The Ruins of Lore,0.04,0.01,0,0,0.05
Major Minor's Majestic March,0.05,0,0,0,0.05
Shaman King: Soul Fight,0,0,0.05,0,0.05
Samurai Deeper Kyo,0,0,0.05,0,0.05
Samantha Swift and the Hidden Roses of Athena,0.04,0.01,0,0,0.05
Dark Souls III,0,0.05,0,0,0.05
Medabots: Infinity,0.04,0.01,0,0,0.05
Tom Clancy's HAWX 2,0,0.04,0,0.01,0.05
Zapper: One Wicked Cricket!,0.04,0.01,0,0,0.05
Jirou Akagawa: Majotachi no Nemuri,0,0,0.05,0,0.05
Arcana Heart 3,0,0.03,0.02,0,0.05
Bust-A-Bloc,0,0,0.05,0,0.05
Sitting Ducks,0.03,0.02,0,0.01,0.05
Puyo Puyo 7,0,0,0.05,0,0.05
Animal Planet: Vet Collection,0.05,0,0,0,0.05
Imagine Animal Doctor Care Center,0.05,0,0,0,0.05
Rugby 15,0,0.05,0,0,0.05
NFL Blitz Pro,0.04,0.01,0,0,0.05
Major League Baseball 2K11,0.05,0,0,0,0.05
Uta no Prince-Sama: Music 3,0,0,0.05,0,0.05
Pretty Cure All Stars Everyone Gather ? Let's Dance!,0,0,0.05,0,0.05
Mountain Bike Adrenaline,0.03,0.02,0,0.01,0.05
New Prince of Tennis: Go to the Top,0,0,0.05,0,0.05
Zyuden Sentai Kyoryuger: Game de Gaburincho!!,0,0,0.05,0,0.05
Nobunaga's Ambition: Sphere of Influence,0,0,0.05,0,0.05
Hi-Octane: The Track Fights Back!,0.03,0.02,0,0,0.05
Venetica,0,0.04,0,0.01,0.05
Black Sigil: Blade of the Exiled,0.05,0,0,0,0.05
Tour de France 2011,0,0.05,0,0.01,0.05
Wakeboarding Unleashed Featuring Shaun Murray,0.04,0.01,0,0,0.05
TrackMania Turbo: Build to Race,0.03,0.02,0,0.01,0.05
ZombiU,0,0.04,0.01,0.01,0.05
Domino Rally,0.05,0,0,0,0.05
Doraemon 2: Nobita no Toizurando Daibouken,0,0,0.05,0,0.05
Samurai Champloo: Sidetracked,0.03,0.02,0,0.01,0.05
Drill Dozer,0.04,0.01,0,0,0.05
Teenage Mutant Ninja Turtles: Mutants in Manhattan,0.01,0.03,0,0.01,0.05
Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,0,0,0.05,0,0.05
Utawarerumono: Futari no Hakuoro,0,0,0.05,0,0.05
Chaos;Child,0,0,0.05,0,0.05
Fatal Fury: Wild Ambition,0.03,0.02,0,0,0.05
Metal Fight Beyblade: Bakugami Susanoh Shuurai!,0,0,0.05,0,0.05
Dengeki Gakuen RPG: Cross of Venus,0,0,0.05,0,0.05
Judge Dredd,0.03,0.02,0,0,0.05
FIFA 17,0,0.05,0,0,0.05
Minna no Ennichi,0,0,0.05,0,0.05
Winning Post 8,0,0,0.05,0,0.05
King Arthur,0.04,0.01,0,0,0.05
DoDonPachi Resurrection,0,0.05,0,0.01,0.05
Bass Rise,0.03,0.02,0,0,0.05
UEFA Champions League 2006-2007,0.04,0.01,0,0,0.05
Dynamite Headdy,0,0,0.05,0,0.05
Hunted: The Demon's Forge,0.03,0.01,0,0.01,0.05
Choujikuu Yousai Macross: Do You Remember Love,0,0,0.05,0,0.05
Arcania: Gothic 4,0.04,0,0,0.01,0.05
Persona 2: Eternal Punishment,0,0,0.05,0,0.05
Dragon's Lair 3D: Return to the Lair,0.04,0.01,0,0,0.05
Growlanser: Heritage of War (jp sales),0,0,0.05,0,0.05
The Bureau: XCOM Declassified,0,0.05,0,0.01,0.05
Myst IV: Revelation,0.04,0.01,0,0,0.05
Culdcept Revolt,0,0,0.05,0,0.05
Sushi Go-Round,0.05,0,0,0,0.05
Pachinko Wars II,0,0,0.05,0,0.05
Myth Makers: Orbs of Doom,0.05,0,0,0,0.05
Toy Soldiers: War Chest,0.05,0,0,0.01,0.05
The Nightmare of Druaga: Fushigino Dungeon,0.03,0.02,0,0.01,0.05
Omega Labyrinth,0,0,0.05,0,0.05
Air Conflicts: Aces of World War II,0.05,0,0,0,0.05
Cities in Motion,0,0.04,0,0.01,0.05
Aliens in the Attic,0.05,0,0,0,0.05
Virtua Striker 2002,0.01,0,0.03,0,0.05
Kamen Rider: Dragon Knight,0.05,0,0,0,0.05
Code Lyoko,0.03,0.01,0,0,0.05
Taito Legends Power Up,0.05,0,0,0,0.05
Fate/Unlimited Codes Portable,0,0,0.05,0,0.05
Metal Slug Anthology,0.02,0,0.02,0.01,0.05
Tenchu: Dark Secret,0.03,0,0.01,0,0.05
Game no Kanzume Vol 2,0,0,0.05,0,0.05
Disney's PK: Out of the Shadows,0.04,0.01,0,0,0.05
Zoo Quest: Puzzle Fun!,0.05,0,0,0,0.05
JoJo no Kimy? na B?ken Fantomu Buraddo,0,0,0.05,0,0.05
The Idolmaster 2,0,0,0.05,0,0.05
PQ2: Practical Intelligence Quotient,0.04,0,0,0,0.05
Mr Bean's Wacky World of Wii,0,0.05,0,0,0.05
Powerdrome,0.03,0.02,0,0.01,0.05
Dreamer Series: Puppy Trainer,0.05,0,0,0,0.05
